time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-07T19:17:32.270Z,34.5436667,-118.9863333,14.22,1.09,ml,10,261,0.2125,0.13,ci,ci37438223,2016-08-08T19:30:30.985Z,"17km NNW of Fillmore, CA",earthquake,1.36,0.64,0.087,5,reviewed,ci,ci
2016-08-07T19:08:05.090Z,36.5505,-121.0678333,7.72,0.87,md,14,129,0.03603,0.03,nc,nc72671825,2016-08-09T22:58:56.405Z,"27km ENE of Soledad, California",earthquake,0.38,0.61,0.226,13,reviewed,nc,nc
2016-08-07T19:07:25.000Z,59.8591,-152.8618,100,1.5,ml,7,111.599991072001,0.1877479,0.01,ak,ak13835176,2016-08-08T22:44:29.829Z,"58km W of Anchor Point, Alaska",earthquake,1.2,1.2,,7,automatic,ak,ak
2016-08-07T19:02:42.780Z,37.7766667,-122.1986667,11.42,1.65,md,62,48,0.08189,0.08,nc,nc72671820,2016-08-09T01:07:45.430Z,"3km ENE of Alameda, California",earthquake,0.14,0.36,0.207,49,reviewed,nc,nc
2016-08-07T18:54:36.510Z,33.2535,-116.4081667,4.84,0.64,ml,15,90,0.01648,0.16,ci,ci37438175,2016-08-08T14:11:35.122Z,"3km W of Borrego Springs, CA",earthquake,0.36,0.4,0.179,12,reviewed,ci,ci
2016-08-07T18:51:58.820Z,37.6238333,-119.0848333,5.16,0.7,md,7,244,0.009477,0.06,nc,nc72671815,2016-08-08T22:56:42.950Z,"10km WSW of Mammoth Lakes, California",earthquake,0.61,0.58,0.572,6,reviewed,nc,nc
2016-08-07T18:37:34.747Z,37.6222,-116.8155,16.1,1.1,ml,7,206.96,0.445,0.1673,nn,nn00555194,2016-08-09T03:20:15.529Z,"38km ESE of Goldfield, Nevada",earthquake,3.98,10.8,0.95,5,reviewed,nn,nn
2016-08-07T18:37:22.541Z,39.5496,-120.4128,14.6,0.4,ml,11,151.54,0.211,0.1498,nn,nn00555180,2016-08-09T03:19:21.920Z,"29km S of Portola, California",earthquake,1.94,3.4,0.36,4,reviewed,nn,nn
2016-08-07T18:19:07.380Z,34.164,-116.4283333,11.35,0.82,ml,11,66,0.09968,0.16,ci,ci37438151,2016-08-08T14:11:51.163Z,"6km N of Yucca Valley, CA",earthquake,0.42,0.83,0.205,10,reviewed,ci,ci
2016-08-07T18:04:41.940Z,39.8715,-29.4879,19.66,4.8,mb,,73,1.499,0.89,us,us10006byy,2016-08-07T18:42:50.659Z,"147km ENE of Santa Cruz das Flores, Portugal",earthquake,9.9,4.4,0.047,139,reviewed,us,us
2016-08-07T17:55:14.370Z,33.595,-116.625,12.69,1.44,ml,41,48,0.02863,0.15,ci,ci37438143,2016-08-08T14:13:26.330Z,"6km NE of Anza, CA",earthquake,0.2,0.32,0.141,27,reviewed,ci,ci
2016-08-07T17:49:19.600Z,38.2621,-118.7493,7,0.9,ml,15,83.09,0.192,0.1165,nn,nn00555192,2016-08-09T03:20:09.583Z,"31km SSW of Hawthorne, Nevada",earthquake,1.46,2.9,0.42,3,reviewed,nn,nn
2016-08-07T17:48:24.018Z,38.2614,-118.7521,6.3,1.6,ml,23,61.12,0.195,0.1729,nn,nn00555151,2016-08-09T03:17:03.662Z,"31km SSW of Hawthorne, Nevada",earthquake,0.96,1.5,0.24,7,reviewed,nn,nn
2016-08-07T17:44:45.504Z,39.4328,-118.4552,10.5,0.9,ml,8,183.7,0.287,0.0455,nn,nn00555179,2016-08-09T03:19:16.017Z,"28km E of Fallon, Nevada",earthquake,3.44,3.1,0,1,reviewed,nn,nn
2016-08-07T17:40:54.880Z,33.2633333,-116.2005,9.78,1.19,ml,43,35,0.08351,0.27,ci,ci37438135,2016-08-08T21:49:19.240Z,"15km NNW of Ocotillo Wells, CA",earthquake,0.31,0.99,0.107,28,reviewed,ci,ci
2016-08-07T17:39:41.000Z,62.8985,-149.3419,5,1.5,ml,12,97.1999922240006,0.2344603,0.95,ak,ak13835023,2016-08-08T22:44:28.595Z,"58km SSW of Cantwell, Alaska",earthquake,0.3,0.3,,2,automatic,ak,ak
2016-08-07T17:39:11.660Z,38.8378334,-122.8809967,1.84,0.85,md,10,134,0.009903,0.05,nc,nc72671780,2016-08-07T17:40:48.897Z,"12km ENE of Cloverdale, California",earthquake,0.38,0.61,0.21,2,automatic,nc,nc
2016-08-07T17:30:34.370Z,13.9618,-90.7179,62.02,4.4,mb,,149,1.1,0.82,us,us10006byt,2016-08-07T18:38:58.811Z,"3km NNW of Iztapa, Guatemala",earthquake,6.3,8.8,0.09,35,reviewed,us,us
2016-08-07T17:27:19.000Z,65.3649,-144.6324,5,1.7,ml,16,140.399988768001,0.4006486,0.86,ak,ak13834876,2016-08-08T22:44:27.969Z,"12km SSE of Circle Hot Springs Station, Alaska",earthquake,0.4,0.3,,1,automatic,ak,ak
2016-08-07T17:27:08.338Z,41.9481,-119.6526,6,1.1,ml,5,208.01,0.103,0.2101,nn,nn00555148,2016-08-09T03:16:57.653Z,"63km ESE of Lakeview, Oregon",earthquake,6.49,5.4,0.34,4,reviewed,nn,nn
2016-08-07T17:17:32.520Z,38.8136667,-122.8266667,2.77,0.27,md,4,112,0.005178,0.02,nc,nc72671765,2016-08-09T00:14:50.108Z,"7km WNW of The Geysers, California",earthquake,1.02,1.26,,1,reviewed,nc,nc
2016-08-07T17:16:59.000Z,63.173,-150.3938,100,1.7,ml,23,86.3999930880005,0.447361,0.27,ak,ak13834873,2016-08-08T22:44:27.364Z,"76km WSW of Cantwell, Alaska",earthquake,0.6,0.9,,3,automatic,ak,ak
2016-08-07T17:16:23.500Z,18.9255,-65.944,11,2.4,Md,5,241.2,0.71056739,0.23,pr,pr16220008,2016-08-07T20:15:59.620Z,"53km NNE of San Juan, Puerto Rico",earthquake,4.9,4.8,0,3,reviewed,pr,pr
2016-08-07T17:13:56.477Z,38.2561,-118.7214,10.4,0.1,ml,5,291.14,0.17,0.1043,nn,nn00555191,2016-08-09T03:20:03.733Z,"30km SSW of Hawthorne, Nevada",earthquake,10.6,12,0.34,2,reviewed,nn,nn
2016-08-07T17:04:28.340Z,32.6283333,-115.7508333,8.94,1.43,ml,18,192,0.02939,0.16,ci,ci37438111,2016-08-08T21:44:11.314Z,"16km WNW of Progreso, B.C., MX",earthquake,0.4,0.51,0.177,16,reviewed,ci,ci
2016-08-07T16:51:59.714Z,39.6555,-120.2661,14.4,0.1,ml,6,214.31,0.223,0.1033,nn,nn00555178,2016-08-09T03:19:10.139Z,"24km W of Cold Springs, Nevada",earthquake,3.31,5.9,0.04,2,reviewed,nn,nn
2016-08-07T16:40:45.710Z,-2.4442,141.1566,10,4.5,mb,,136,8.91,0.56,us,us10006byr,2016-08-08T18:38:04.722Z,"30km NNW of Vanimo, Papua New Guinea",earthquake,6.6,1.9,0.106,26,reviewed,us,us
2016-08-07T16:31:25.920Z,36.2316667,-117.56,1.34,0.98,ml,15,115,0.09606,0.15,ci,ci37438103,2016-08-08T19:28:13.038Z,"40km E of Olancha, CA",earthquake,0.25,0.44,0.142,11,reviewed,ci,ci
2016-08-07T16:27:27.000Z,62.0426,-151.6646,90,1.7,ml,13,89.9999928000006,0.5488706,0.72,ak,ak13834871,2016-08-08T22:44:26.377Z,"86km WSW of Talkeetna, Alaska",earthquake,0.6,1,,3,automatic,ak,ak
2016-08-07T16:27:03.520Z,36.6085,-121.22,8.55,1.43,md,22,76,0.04129,0.07,nc,nc72671755,2016-08-09T00:10:35.010Z,"22km NNE of Soledad, California",earthquake,0.22,0.61,0.265,19,reviewed,nc,nc
2016-08-07T16:24:29.950Z,43.5301667,-121.7048333,8.36,1.38,ml,6,173,0.02968,0.14,uw,uw61191576,2016-08-08T23:28:07.030Z,"22km SW of La Pine, Oregon",earthquake,0.62,0.68,0.131,10,reviewed,uw,uw
2016-08-07T16:23:28.861Z,38.255,-118.7711,8.9,0.2,ml,5,296.58,0.209,0.1113,nn,nn00555189,2016-08-09T03:19:57.797Z,"32km SSW of Hawthorne, Nevada",earthquake,10.77,17,0.16,2,reviewed,nn,nn
2016-08-07T16:22:09.980Z,38.2481,-118.7557,11.9,0.1,ml,5,296.63,0.197,0.0374,nn,nn00555188,2016-08-09T03:19:52.170Z,"32km SSW of Hawthorne, Nevada",earthquake,10.12,11.2,0.3,2,reviewed,nn,nn
2016-08-07T16:19:09.530Z,33.5015,-116.5258333,10.33,0.47,ml,21,124,0.05602,0.23,ci,ci37438079,2016-08-08T14:12:55.667Z,"15km ESE of Anza, CA",earthquake,0.38,0.38,0.155,11,reviewed,ci,ci
2016-08-07T16:18:55.000Z,60.899,-150.5138,15,1.6,ml,6,140.399988768001,0.4123267,0.26,ak,ak13834870,2016-08-08T22:44:25.763Z,"42km NNE of Sterling, Alaska",earthquake,0.5,1,,4,automatic,ak,ak
2016-08-07T16:16:09.732Z,38.2517,-118.7432,10.4,-0.1,ml,5,294.56,0.187,0.0519,nn,nn00555187,2016-08-09T03:19:45.988Z,"32km SSW of Hawthorne, Nevada",earthquake,10.26,11.2,0,1,reviewed,nn,nn
2016-08-07T16:12:19.087Z,38.2686,-118.7581,5.7,1.4,ml,21,61.43,0.189,0.1232,nn,nn00555141,2016-08-09T03:16:31.630Z,"30km SSW of Hawthorne, Nevada",earthquake,1.04,1.9,0.24,7,reviewed,nn,nn
2016-08-07T16:08:18.390Z,35.2351,31.6188,41.83,4.1,mb,,138,1.43,0.9,us,us10006byl,2016-08-08T17:09:33.634Z,"76km WNW of Polis, Cyprus",earthquake,6.5,7.4,0.109,23,reviewed,us,us
2016-08-07T16:02:41.000Z,60.0638,-153.1068,5,1.7,ml,11,68.3999945280004,0.0646787,0.62,ak,ak13834865,2016-08-08T22:44:25.193Z,"51km SSW of Redoubt Volcano, Alaska",earthquake,0.4,0.6,,4,automatic,ak,ak
2016-08-07T15:54:35.380Z,38.8133333,-122.819,2.6,1.4,md,43,81,0.009117,0.06,nc,nc72671745,2016-08-08T23:58:49.729Z,"6km NW of The Geysers, California",earthquake,0.19,0.32,0.142,14,reviewed,nc,nc
2016-08-07T15:43:01.000Z,60.102,-139.4753,5,1.8,ml,17,107.999991360001,0.1688833,0.5,ak,ak13834861,2016-08-08T22:44:24.510Z,"63km NNE of Yakutat, Alaska",earthquake,0.2,0.3,,2,automatic,ak,ak
2016-08-07T15:30:42.300Z,17.8257,-67.2571,24,1.9,Md,3,327.6,0.22727377,0.07,pr,pr16220007,2016-08-07T19:44:15.075Z,"18km SSW of Pole Ojea, Puerto Rico",earthquake,2.1,1.1,0,2,reviewed,pr,pr
2016-08-07T15:30:27.176Z,38.2636,-118.7232,11.7,0,ml,4,289.26,0.172,0.0349,nn,nn00555185,2016-08-09T03:19:40.198Z,"30km SSW of Hawthorne, Nevada",earthquake,14.69,14.7,0.25,2,reviewed,nn,nn
2016-08-07T15:24:23.730Z,38.8219986,-122.8446655,1.61,1.02,md,13,74,0.01103,0.04,nc,nc72671740,2016-08-07T15:26:04.146Z,"9km WNW of The Geysers, California",earthquake,0.25,0.64,0.02,4,automatic,nc,nc
2016-08-07T15:23:26.640Z,33.517,-116.5351667,9.72,0.3,ml,15,164,0.04054,0.1,ci,ci37438015,2016-08-08T20:35:02.448Z,"14km ESE of Anza, CA",earthquake,0.45,0.71,0.12,6,reviewed,ci,ci
2016-08-07T15:22:22.000Z,62.9914,-150.7953,50,2.4,ml,55,25.1999979840002,0.6342106,0.48,ak,ak13834709,2016-08-08T22:44:23.828Z,"82km NNW of Talkeetna, Alaska",earthquake,0.3,0.8,,4,automatic,ak,ak
2016-08-07T14:59:21.993Z,40.1254,-120.2366,10.8,0.2,ml,6,231.3,0.046,0.0607,nn,nn00555176,2016-08-09T03:19:04.386Z,"30km SE of Janesville, California",earthquake,3.74,2.7,0,1,reviewed,nn,nn
2016-08-07T14:52:25.690Z,40.2913333,-121.1885,4.57,1.18,md,8,124,0.2079,0.03,nc,nc72671730,2016-08-09T03:16:25.165Z,"8km ESE of Chester, California",earthquake,0.51,31.61,0.075,6,reviewed,nc,nc
2016-08-07T14:50:41.860Z,33.2246667,-116.0561667,5.43,0.93,ml,26,149,0.1689,0.22,ci,ci37437999,2016-08-08T14:13:12.934Z,"12km NE of Ocotillo Wells, CA",earthquake,0.52,1.5,0.122,16,reviewed,ci,ci
2016-08-07T14:50:17.716Z,38.6466,-118.7874,10.2,0.8,ml,8,154.55,0.208,0.0687,nn,nn00555184,2016-08-09T03:19:34.409Z,"19km NW of Hawthorne, Nevada",earthquake,2.36,8.3,0.19,2,reviewed,nn,nn
2016-08-07T14:46:12.270Z,43.5281667,-121.7046667,8.25,1.86,ml,19,72,0.03168,0.19,uw,uw61191481,2016-08-08T22:57:10.070Z,"22km SW of La Pine, Oregon",earthquake,0.41,0.74,0.199,28,reviewed,uw,uw
2016-08-07T14:42:37.670Z,33.123,-116.5346667,14.53,1.17,ml,37,58,0.06739,0.15,ci,ci37437991,2016-08-08T14:13:32.870Z,"8km NE of Julian, CA",earthquake,0.29,0.41,0.165,26,reviewed,ci,ci
2016-08-07T14:37:39.110Z,33.0346667,-116.4276667,5.75,0.49,ml,27,68,0.1423,0.16,ci,ci37437983,2016-08-09T19:01:43.327Z,"17km ESE of Julian, CA",earthquake,0.3,1.01,0.098,5,reviewed,ci,ci
2016-08-07T14:12:19.400Z,46.9228,155.7028,10,4.7,mb,,137,8.858,0.62,us,us10006by4,2016-08-08T15:49:39.288Z,"East of the Kuril Islands",earthquake,10.2,1.9,0.05,123,reviewed,us,us
2016-08-07T14:11:16.000Z,54.4496,-161.6929,22,2.3,ml,10,233.999981280002,0.7375168,0.74,ak,ak13834555,2016-08-08T22:44:23.242Z,"105km SE of Cold Bay, Alaska",earthquake,1.2,1.9,,5,reviewed,ak,ak
2016-08-07T14:09:55.898Z,38.2592,-118.7664,7.7,0.4,ml,4,295.19,0.206,0.0901,nn,nn00555342,2016-08-09T03:21:07.713Z,"31km SSW of Hawthorne, Nevada",earthquake,5.8,15.3,0,1,reviewed,nn,nn
2016-08-07T14:09:22.757Z,38.2535,-118.7293,12.9,0.6,ml,7,142.71,0.176,0.0778,nn,nn00555132,2016-08-09T03:15:38.606Z,"31km SSW of Hawthorne, Nevada",earthquake,3.07,5.7,0.28,4,reviewed,nn,nn
2016-08-07T14:06:47.659Z,38.2614,-118.7539,10.8,0.1,ml,4,293.37,0.196,0.0533,nn,nn00555341,2016-08-09T03:21:01.982Z,"31km SSW of Hawthorne, Nevada",earthquake,5.1,11.1,0.31,3,reviewed,nn,nn
2016-08-07T14:05:09.900Z,38.8225,-122.7826667,2.05,0.66,md,22,43,0.009356,0.04,nc,nc72671720,2016-08-09T00:01:00.282Z,"5km W of Cobb, California",earthquake,0.18,0.27,0.081,3,reviewed,nc,nc
2016-08-07T14:04:49.885Z,39.3775,-119.9792,5.7,0.3,ml,10,80.56,0.096,0.1355,nn,nn00555171,2016-08-09T03:18:46.067Z,"14km N of Incline Village, Nevada",earthquake,1.62,3.3,0.38,5,reviewed,nn,nn
2016-08-07T14:02:40.070Z,-5.9548,104.1652,49.01,5,mb,,83,1.989,1.42,us,us10006by3,2016-08-08T14:43:18.294Z,"70km SSE of Biha, Indonesia",earthquake,7.6,5.2,0.068,69,reviewed,us,us
2016-08-07T13:57:27.241Z,36.635,-115.9493,8.6,-0.4,ml,9,303.42,0.029,0.0951,nn,nn00555359,2016-08-09T03:21:37.127Z,"47km N of Pahrump, Nevada",earthquake,3.28,2.4,0.63,6,reviewed,nn,nn
2016-08-07T13:57:01.277Z,38.2556,-118.7485,11.3,0.3,ml,7,144.91,0.192,0.0589,nn,nn00555182,2016-08-09T03:19:27.847Z,"31km SSW of Hawthorne, Nevada",earthquake,3.73,10.9,0.59,3,reviewed,nn,nn
2016-08-07T13:55:09.277Z,40.1446,-120.2184,12.4,0.1,ml,4,242.21,0.067,0.073,nn,nn00555174,2016-08-09T03:21:43.307Z,"31km ESE of Janesville, California",earthquake,5.26,4.2,0,1,reviewed,nn,nn
2016-08-07T13:55:08.956Z,38.2509,-118.7574,12.1,0.2,ml,6,200.43,0.189,0.069,nn,nn00555172,2016-08-09T03:18:52.656Z,"32km SSW of Hawthorne, Nevada",earthquake,4.71,8,0.28,2,reviewed,nn,nn
2016-08-07T13:42:46.962Z,40.1522,-121.0001,7.7,0.8,ml,8,185.02,0.139,0.1568,nn,nn00555173,2016-08-09T03:18:58.579Z,"4km WNW of Greenville, California",earthquake,5.9,6.3,0.1,2,reviewed,nn,nn
2016-08-07T13:29:20.210Z,37.6546667,-118.9133333,1.65,-0.14,md,9,150,0.006013,0.02,nc,nc72671715,2016-08-08T20:56:09.620Z,"5km E of Mammoth Lakes, California",earthquake,0.39,0.85,0.292,8,reviewed,nc,nc
2016-08-07T13:24:36.122Z,40.1339,-120.2388,10.9,0.8,ml,10,136.92,0.048,0.0798,nn,nn00555170,2016-08-09T03:18:39.797Z,"30km SE of Janesville, California",earthquake,1.44,1.9,0.36,3,reviewed,nn,nn
2016-08-07T13:20:51.000Z,58.6748,-151.1497,15,3,ml,39,179.999985600001,0.649482,0.81,ak,ak13834549,2016-08-08T22:44:22.622Z,"110km SSE of Homer, Alaska",earthquake,0.6,0.6,,3,automatic,ak,ak
2016-08-07T13:19:02.000Z,51.8636,178.3985,113.2,2.1,ml,11,262.799978976002,0.1095945,0.27,ak,ak13834548,2016-08-08T22:44:22.033Z,"11km SW of Little Sitkin Island, Alaska",earthquake,1.3,0.5,,10,reviewed,ak,ak
2016-08-07T13:18:21.730Z,35.9918333,-120.0288333,20.49,1.84,md,62,96,0.09518,0.19,nc,nc72671695,2016-08-12T22:16:12.869Z,"6km WSW of Kettleman City, California",earthquake,0.31,0.51,0.153,34,reviewed,nc,nc
2016-08-07T13:16:13.930Z,34.006,-116.7265,16.81,1.38,ml,51,37,0.07286,0.2,ci,ci37437959,2016-08-08T14:14:38.520Z,"11km NNE of Cabazon, CA",earthquake,0.21,0.59,0.141,28,reviewed,ci,ci
2016-08-07T13:12:50.000Z,-26.105,-69.396,103.9,4.3,mb,,,,0.96,us,us10006bxy,2016-08-08T13:33:34.896Z,"71km ENE of Diego de Almagro, Chile",earthquake,8.9,7.4,0.308,3,reviewed,guc,us
2016-08-07T13:09:04.630Z,37.5698333,-118.9423333,-1.18,0.33,md,13,210,0.04736,0.04,nc,nc72671690,2016-08-08T20:51:37.228Z,"9km SSE of Mammoth Lakes, California",earthquake,0.74,0.68,0.204,12,reviewed,nc,nc
2016-08-07T13:06:24.350Z,33.2526667,-116.4056667,5.56,0.68,ml,27,91,0.01824,0.16,ci,ci37381373,2016-08-08T17:24:34.834Z,"3km W of Borrego Springs, CA",earthquake,0.25,0.51,0.112,7,reviewed,ci,ci
2016-08-07T13:06:08.930Z,33.8553333,-116.9393333,9.1,0.47,ml,23,207,0.1557,0.13,ci,ci37437951,2016-08-08T16:58:53.768Z,"8km NNE of San Jacinto, CA",earthquake,0.39,1.27,0.063,5,reviewed,ci,ci
2016-08-07T13:05:47.680Z,33.8888333,-116.9243333,15.21,0.19,ml,8,250,0.1914,0.11,ci,ci37381381,2016-08-08T17:30:08.098Z,"6km SW of Banning, CA",earthquake,0.87,1.51,0.14,6,reviewed,ci,ci
2016-08-07T12:55:31.018Z,38.2578,-118.7358,9.9,-0.3,ml,5,292.25,0.182,0.0634,nn,nn00555167,2016-08-09T03:18:21.491Z,"31km SSW of Hawthorne, Nevada",earthquake,11.25,13.4,0,1,reviewed,nn,nn
2016-08-07T12:54:35.090Z,34.1198333,-116.9233333,8.07,0.59,ml,18,69,0.02821,0.09,ci,ci37437943,2016-08-08T20:42:04.582Z,"14km S of Big Bear Lake, CA",earthquake,0.2,0.53,0.12,8,reviewed,ci,ci
2016-08-07T12:51:04.158Z,36.6349,-116.4069,11,-0.2,ml,9,129.34,0.056,0.1165,nn,nn00555164,2016-08-09T03:18:15.471Z,"43km SE of Beatty, Nevada",earthquake,1.55,2.5,0.5,2,reviewed,nn,nn
2016-08-07T12:46:59.280Z,36.5595,-121.1628333,8.12,1.1,md,18,76,0.02678,0.1,nc,nc72671680,2016-08-12T22:15:41.910Z,"20km NE of Soledad, California",earthquake,0.26,0.65,0.228,17,reviewed,nc,nc
2016-08-07T12:30:55.130Z,32.9483333,-116.6311667,16.45,0.56,ml,11,81,0.1353,0.13,ci,ci37437935,2016-08-08T14:14:08.486Z,"15km S of Julian, CA",earthquake,0.36,0.85,0.11,6,reviewed,ci,ci
2016-08-07T12:30:18.319Z,38.2606,-118.712,13.4,0.1,ml,4,288.75,0.163,0.0764,nn,nn00555344,2016-08-09T03:21:19.428Z,"30km SSW of Hawthorne, Nevada",earthquake,4.86,7.3,0.33,4,reviewed,nn,nn
2016-08-07T12:23:24.363Z,40.1275,-120.2391,11.2,0.4,ml,5,234.88,0.045,0.0206,nn,nn00555134,2016-08-09T03:15:32.841Z,"30km SE of Janesville, California",earthquake,3.89,2.6,0.14,3,reviewed,nn,nn
2016-08-07T12:20:37.008Z,38.2447,-118.7393,9,0.1,ml,4,295.97,0.184,0.067,nn,nn00555202,2016-08-09T03:20:27.147Z,"32km SSW of Hawthorne, Nevada",earthquake,5.84,10.7,0.25,4,reviewed,nn,nn
2016-08-07T12:16:19.679Z,40.1248,-120.2397,11.1,1.1,ml,8,231.53,0.043,0.0863,nn,nn00555163,2016-08-09T03:18:09.514Z,"30km SE of Janesville, California",earthquake,2.77,2.2,0.25,3,reviewed,nn,nn
2016-08-07T12:16:08.038Z,38.2656,-118.7323,8.5,1.8,ml,21,43.49,0.179,0.163,nn,nn00555113,2016-08-09T03:15:26.686Z,"30km SSW of Hawthorne, Nevada",earthquake,1.28,4.5,0.34,14,reviewed,nn,nn
2016-08-07T12:14:10.220Z,38.8066673,-122.8205032,2.14,0.89,md,11,130,0.007125,0.03,nc,nc72671670,2016-08-07T12:15:47.948Z,"6km WNW of The Geysers, California",earthquake,0.29,0.57,0.09,5,automatic,nc,nc
2016-08-07T12:13:29.420Z,35.98,-120.5426667,2.25,0.34,md,27,80,0.009098,0.08,nc,nc72671665,2016-08-12T22:15:11.847Z,"24km SW of Coalinga, California",earthquake,0.17,0.42,0.302,11,reviewed,nc,nc
2016-08-07T12:10:48.810Z,37.5681667,-118.7575,6.68,0.77,md,26,81,0.06093,0.03,nc,nc72671660,2016-08-12T22:14:41.849Z,"20km ESE of Mammoth Lakes, California",earthquake,0.19,0.45,0.218,20,reviewed,nc,nc
2016-08-07T12:10:29.814Z,40.1251,-120.2359,11,,,4,230.74,0.046,0.0481,nn,nn00555130,2016-08-09T03:15:20.649Z,"31km SE of Janesville, California",earthquake,3.56,2.7,,,reviewed,nn,nn
2016-08-07T12:05:40.534Z,38.2648,-118.4896,6.9,-0.2,ml,5,164.41,0.018,0.0601,nn,nn00555162,2016-08-09T03:18:03.717Z,"31km SSE of Hawthorne, Nevada",earthquake,5.49,5.2,0,1,reviewed,nn,nn
2016-08-07T12:00:50.829Z,40.1251,-120.2387,11.2,0.2,ml,3,231.63,0.044,0.0218,nn,nn00555129,2016-08-09T03:15:14.811Z,"30km SE of Janesville, California",earthquake,5.16,4.2,0.05,2,reviewed,nn,nn
2016-08-07T11:59:12.760Z,19.4215,-155.6038333,1.072,1.25,md,17,71,0.02917,0.27,hv,hv61366831,2016-08-08T21:12:00.520Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.47,0.84,0.146,7,reviewed,hv,hv
2016-08-07T11:58:57.754Z,38.0348,-118.8123,8.1,0.6,ml,11,107.36,0.038,0.1245,nn,nn00555161,2016-08-09T03:17:57.705Z,"44km ESE of Bridgeport, California",earthquake,1.98,4.7,0.1,2,reviewed,nn,nn
2016-08-07T11:58:04.307Z,38.264,-118.7662,9.7,0.1,ml,4,294.14,0.206,0.0917,nn,nn00555343,2016-08-09T03:21:13.593Z,"31km SSW of Hawthorne, Nevada",earthquake,4.58,12.6,0.3,4,reviewed,nn,nn
2016-08-07T11:51:18.650Z,44.889,-111.5181667,10.3,0.67,ml,6,155,0.086,0.09,mb,mb80164759,2016-08-07T14:38:31.830Z,"41km NW of West Yellowstone, Montana",earthquake,0.48,0.71,0.334,3,reviewed,mb,mb
2016-08-07T11:51:02.500Z,37.5385,-118.8925,1.86,0.54,md,13,251,0.07199,0.1,nc,nc72671655,2016-08-08T18:42:37.677Z,"14km SSE of Mammoth Lakes, California",earthquake,0.81,2.29,0.238,11,reviewed,nc,nc
2016-08-07T11:49:03.827Z,38.262,-118.4907,7,0.6,ml,15,113.22,0.016,0.0656,nn,nn00555107,2016-08-09T03:16:18.104Z,"31km SSE of Hawthorne, Nevada",earthquake,1.61,1,0.26,2,reviewed,nn,nn
2016-08-07T11:44:44.250Z,43.5283333,-121.7035,8.47,1.38,ml,10,173,0.03163,0.2,uw,uw60128308,2016-08-08T22:04:47.570Z,"22km SW of La Pine, Oregon",earthquake,0.73,0.82,0.178,5,reviewed,uw,uw
2016-08-07T11:43:44.500Z,43.5266667,-121.7075,8.33,1.3,ml,10,174,0.033,0.16,uw,uw61191406,2016-08-08T23:28:50.300Z,"22km SW of La Pine, Oregon",earthquake,0.6,0.54,0.188,12,reviewed,uw,uw
2016-08-07T11:42:03.014Z,38.0358,-118.8094,6.3,0.6,ml,10,107.4,0.036,0.1073,nn,nn00555160,2016-08-09T03:17:51.739Z,"44km ESE of Bridgeport, California",earthquake,1.97,2.8,0.12,2,reviewed,nn,nn
2016-08-07T11:40:43.130Z,38.8231659,-122.768837,0.67,0.82,md,12,67,0.007343,0.03,nc,nc72671640,2016-08-07T11:42:24.083Z,"3km W of Cobb, California",earthquake,0.23,0.5,0.08,4,automatic,nc,nc
2016-08-07T11:36:20.160Z,34.105,-117.3136667,16.64,1.04,ml,38,59,0.09481,0.2,ci,ci37437919,2016-08-08T14:14:44.320Z,"3km SW of San Bernardino, CA",earthquake,0.3,0.64,0.219,30,reviewed,ci,ci
2016-08-07T11:31:32.032Z,38.6679,-119.3843,10.2,1.9,ml,21,67.47,0.337,0.1394,nn,nn00555106,2016-08-09T03:16:10.402Z,"13km SSW of Smith Valley, Nevada",earthquake,1.15,1.2,0.26,13,reviewed,nn,nn
2016-08-07T11:29:40.896Z,38.2592,-118.7516,9.2,0.6,ml,9,119.17,0.194,0.173,nn,nn00555159,2016-08-09T03:17:44.890Z,"31km SSW of Hawthorne, Nevada",earthquake,2.14,4.2,0.49,3,reviewed,nn,nn
2016-08-07T11:19:26.910Z,38.249,-118.7532,10.8,0.3,ml,6,182.69,0.195,0.034,nn,nn00555158,2016-08-09T03:17:39.092Z,"32km SSW of Hawthorne, Nevada",earthquake,6.96,13,0.04,2,reviewed,nn,nn
2016-08-07T11:05:32.620Z,33.4926667,-116.4883333,17.12,0.19,ml,13,135,0.07383,0.23,ci,ci37437911,2016-08-08T14:14:43.065Z,"18km ESE of Anza, CA",earthquake,0.99,1.25,0.078,4,reviewed,ci,ci
2016-08-07T11:04:25.811Z,38.6445,-118.7743,10.3,0,ml,5,302.99,0.198,0.0612,nn,nn00555157,2016-08-09T03:17:33.309Z,"18km NW of Hawthorne, Nevada",earthquake,7.5,12.5,0.35,2,reviewed,nn,nn
2016-08-07T11:00:18.950Z,37.6443333,-122.051,4.26,1.43,md,44,52,0.03155,0.09,nc,nc72671620,2016-08-08T22:13:22.460Z,"3km SE of Hayward, California",earthquake,0.12,0.33,0.223,38,reviewed,nc,nc
2016-08-07T10:56:40.900Z,18.4955,-64.7601,80,2.6,Md,7,226.8,0.15720517,0.1,pr,pr16220005,2016-08-07T11:10:37.257Z,"17km WNW of Road Town, British Virgin Islands",earthquake,1.1,0.9,0,7,reviewed,pr,pr
